25,40,0,1,0
215,41,0,1,0
295,42,0,1,0
315,43,0,1,0
335,45,0,1,0
355,47,0,1,0
375,47,0,1,0
395,48,0,1,0
415,47,0,1,0
455,45,0,1,0
475,45,0,1,0
495,45,0,1,0
515,45,0,1,0
535,43,0,1,0
555,42,0,1,0
575,40,0,1,0
595,38,0,1,0
615,36,0,1,0
635,34,0,1,0
675,34,0,1,0
715,34,0,1,0
735,35,0,1,0
755,39,0,1,0
775,39,0,1,0
795,42,0,1,0
815,42,0,1,0
835,42,0,1,0
855,42,0,1,0
875,43,0,1,0
895,43,0,1,0
915,45,0,1,0
935,42,0,1,0
955,43,0,1,0
975,41,0,1,0
995,43,0,1,0
1015,43,0,1,0
1035,41,0,1,0
1055,44,0,1,0
1075,44,0,1,0
1095,44,0,1,0
1115,41,0,1,0
1135,42,0,1,0
1155,45,0,1,0
1175,47,0,1,0
1195,56,0,1,0
1215,53,0,1,0
1235,53,0,1,0
1255,53,0,1,0
1275,54,0,1,0
1295,52,0,1,0
1315,50,0,1,0
1335,49,0,1,0
1355,46,0,1,0
1375,48,0,1,0
1395,48,0,1,0
1415,48,0,1,0
1435,48,0,1,0
1455,46,0,1,0
1475,44,0,1,0
1495,40,0,1,0
1515,41,0,1,0
1535,42,0,1,0
1555,42,0,1,0
1575,43,0,1,0
1595,46,0,1,0
1615,46,0,1,0
1635,47,0,1,0
1655,47,0,1,0
1675,48,0,1,0
1695,48,0,1,0
1715,49,0,1,0
1735,47,0,1,0
1755,48,0,1,0
1775,43,0,1,0
1795,45,0,1,0
1815,42,0,1,0
1835,42,0,1,0
1855,39,0,1,0
1875,39,0,1,0
1895,38,0,1,0
1915,39,0,1,0
1935,40,0,1,0
1955,48,0,1,0
1975,48,0,1,0
1995,49,0,1,0
2015,48,0,1,0
2035,46,0,1,0
2055,49,0,1,0
2075,49,0,1,0
2095,47,0,1,0
2115,47,0,1,0
2135,51,0,1,0
2155,47,0,1,0
2175,47,0,1,0
2195,47,0,1,0
2215,43,0,1,0
2235,42,0,1,0
2255,42,0,1,0
2275,45,0,1,0
2295,45,0,1,0
2315,43,0,1,0
2335,45,0,1,0
2355,42,0,1,0
2375,40,0,1,0
2395,40,0,1,0
2415,43,0,1,0
2435,48,0,1,0
2455,48,0,1,0
2475,47,0,1,0
2495,46,0,1,0
2515,48,0,1,0
2535,48,0,1,0
2555,48,0,1,0
2575,48,0,1,0
2595,45,0,1,0
2615,46,0,1,0
2635,48,0,1,0
2655,48,0,1,0
2675,50,0,1,0
2695,50,0,1,0
2715,49,0,1,0
2735,49,0,1,0
2755,50,0,1,0
2775,48,0,1,0
2795,48,0,1,0
2815,46,0,1,0
2835,50,0,1,0
2855,48,0,1,0
2875,48,0,1,0
2895,44,0,1,0
2915,45,0,1,0
2935,45,0,1,0
2955,45,0,1,0
2975,43,0,1,0
2995,41,0,1,0
3015,44,0,1,0
3035,42,0,1,0
3055,41,0,1,0
3075,43,0,1,0
3095,43,0,1,0
3115,42,0,1,0
3135,40,0,1,0
3155,43,0,1,0
3175,43,0,1,0
3195,42,0,1,0
3215,44,0,1,0
3235,46,0,1,0
3255,44,0,1,0
3275,50,0,1,0
3295,47,0,1,0
3315,49,0,1,0
3335,47,0,1,0
3355,48,0,1,0
3375,47,0,1,0
3395,47,0,1,0
3415,47,0,1,0
3435,45,0,1,0
3455,43,0,1,0
3475,44,0,1,0
3495,44,0,1,0
3515,44,0,1,0
3535,40,0,1,0
3555,39,0,1,0
3575,39,0,1,0
3595,38,0,1,0
3615,39,0,1,0
3635,39,0,1,0
3655,45,0,1,0
3675,45,0,1,0
3695,49,0,1,0
3715,51,0,1,0
3735,49,0,1,0
3755,49,0,1,0
3775,48,0,1,0
3795,49,0,1,0
3815,53,0,1,0
3835,51,0,1,0
3855,55,0,1,0
3875,50,0,1,0
3895,51,0,1,0
3915,47,0,1,0
3935,47,0,1,0
3955,46,0,1,0
3975,47,0,1,0
3995,45,0,1,0
4015,47,0,1,0
4035,42,0,1,0
4055,44,0,1,0
4075,42,0,1,0
4095,40,0,1,0
4115,39,0,1,0
4135,37,0,1,0
4155,36,0,1,0
4175,36,0,1,0
4195,36,0,1,0
4215,37,0,1,0
4235,35,0,1,0
4255,36,0,1,0
4275,37,0,1,0
4295,39,0,1,0
4315,38,0,1,0
4335,39,0,1,0
4355,45,0,1,0
4375,42,0,1,0
4395,43,0,1,0
4415,42,0,1,0
4435,45,0,1,0
4455,42,0,1,0
4475,42,0,1,0
4495,41,0,1,0
4515,43,0,1,0
4535,43,0,1,0
4555,43,0,1,0
4575,43,0,1,0
4595,50,0,1,0
4615,50,0,1,0
4635,50,0,1,0
4655,51,0,1,0
4675,49,0,1,0
4695,46,0,1,0
4715,47,0,1,0
4735,52,0,1,0
